State,Gender,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount
Oregon,Male,High School or Below,838263.0,19683.0,117.0,1,Personal Auto,Sports Car,561.6
Washington,Female,College,3116175.0,30916.0,112.0,0,Personal Auto,SUV,200.11606
Oregon,Female,Bachelor,288774.0,0.0,80.0,0,Personal Auto,Four-Door Car,676.944023
Washington,Male,College,742585.0,84302.0,62.0,0,Personal Auto,Four-Door Car,76.609295
California,Male,Bachelor,2558573.0,0.0,116.0,0,Corporate Auto,SUV,830.623064
Oregon,Male,College,1027261.0,60145.0,132.0,0,Personal Auto,SUV,580.473259
Oregon,Female,Bachelor,437636.0,63774.0,111.0,0,Personal Auto,Four-Door Car,60.036683
California,Female,Bachelor,531890.0,25134.0,67.0,0,Corporate Auto,Four-Door Car,321.6
Oregon,Male,Bachelor,471976.0,37057.0,61.0,1,Personal Auto,Four-Door Car,47.53101
Oregon,Female,High School or Below,442803.0,58577.0,110.0,0,Personal Auto,SUV,303.872752
California,Male,High School or Below,587918.0,85857.0,73.0,0,Corporate Auto,Four-Door Car,100.620067
Oregon,Female,Doctor,941691.0,70602.0,116.0,0,Personal Auto,SUV,481.339891
Oregon,Female,Master,828816.0,33816.0,106.0,2,Corporate Auto,Four-Door Car,508.8
Oregon,Male,Bachelor,3265484.0,0.0,153.0,0,Personal Auto,SUV,1101.6
Oregon,Female,College,471945.0,89642.0,121.0,4,Corporate Auto,SUV,86.320022
California,Female,Bachelor,390347.0,60068.0,98.0,0,Personal Auto,Two-Door Car,470.4
California,Female,Bachelor,545726.0,50044.0,139.0,0,Personal Auto,SUV,667.2
California,Female,Master,272536.0,36650.0,69.0,1,Personal Auto,Four-Door Car,56.60333
Arizona,Female,College,443397.0,50653.0,110.0,0,Corporate Auto,SUV,262.865172
Arizona,Female,Doctor,533246.0,68931.0,66.0,0,Personal Auto,Four-Door Car,309.577946
Oregon,Male,Bachelor,231510.0,0.0,73.0,1,Corporate Auto,Four-Door Car,350.4
California,Female,College,541195.0,0.0,73.0,0,Personal Auto,Four-Door Car,365.364581
California,Male,Bachelor,958733.0,39266.0,80.0,0,Personal Auto,Four-Door Car,384.0
California,Male,College,2210351.0,0.0,102.0,0,Personal Auto,SUV,489.6
Nevada,Female,High School or Below,976495.0,0.0,98.0,1,Personal Auto,Four-Door Car,705.6
Nevada,Female,Bachelor,256715.0,40864.0,65.0,0,Corporate Auto,Four-Door Car,9.51528
Oregon,Female,College,265062.0,39035.0,68.0,0,Personal Auto,Four-Door Car,244.564334
California,Male,Bachelor,1126436.0,34923.0,98.0,0,Personal Auto,Two-Door Car,639.105556
California,Male,High School or Below,216852.0,0.0,63.0,0,Personal Auto,Four-Door Car,453.6
California,Female,High School or Below,861067.0,0.0,111.0,0,Corporate Auto,SUV,532.8
California,Female,College,283465.0,24506.0,71.0,0,Personal Auto,Two-Door Car,511.2
Oregon,Male,High School or Below,893014.0,0.0,82.0,0,Personal Auto,Four-Door Car,554.522969
Arizona,Female,College,553639.0,52220.0,70.0,1,Personal Auto,Four-Door Car,336.0
Arizona,Male,High School or Below,284085.0,0.0,74.0,0,Personal Auto,Two-Door Car,402.449823
California,Male,College,808288.0,53554.0,67.0,0,Personal Auto,Four-Door Car,327.020539
California,Male,Bachelor,525473.0,34476.0,67.0,1,Corporate Auto,Four-Door Car,5.3953
Arizona,Female,Bachelor,511624.0,0.0,70.0,0,Personal Auto,Four-Door Car,131.401291
California,Male,College,303465.0,68205.0,76.0,0,Personal Auto,Two-Door Car,99.382943
California,Female,High School or Below,802490.0,0.0,119.0,1,Personal Auto,SUV,856.8
California,Male,High School or Below,1821114.0,53690.0,154.0,0,Personal Auto,SUV,739.2
Oregon,Male,High School or Below,512156.0,0.0,72.0,0,Personal Auto,Four-Door Car,518.4
California,Female,High School or Below,215018.0,0.0,61.0,0,Personal Auto,Four-Door Car,292.8
California,Female,High School or Below,559539.0,74454.0,71.0,0,Personal Auto,Four-Door Car,340.8
Nevada,Female,Bachelor,756282.0,0.0,73.0,0,Personal Auto,Four-Door Car,350.4
Oregon,Male,High School or Below,538585.0,29664.0,71.0,0,Personal Auto,Four-Door Car,340.8
Washington,Female,Doctor,267806.0,72450.0,66.0,0,Corporate Auto,Four-Door Car,84.218363
Nevada,Female,Bachelor,942257.0,47272.0,79.0,3,Personal Auto,Four-Door Car,64.546877
Oregon,Female,College,360586.0,21585.0,92.0,0,Corporate Auto,Four-Door Car,441.6
California,Female,College,776259.0,23827.0,106.0,2,Personal Auto,Four-Door Car,37.910623
Arizona,Female,College,2344490.0,69906.0,74.0,2,Corporate Auto,Four-Door Car,202.860399
California,Female,High School or Below,255818.0,0.0,72.0,0,Corporate Auto,Four-Door Car,345.6
Washington,Male,Master,265438.0,73196.0,66.0,1,Personal Auto,Four-Door Car,85.809817
Washington,Male,Bachelor,254979.0,72217.0,6464.0,0,Personal Auto,Four-Door Car,91.146661
California,Male,High School or Below,296959.0,46131.0,74.0,0,Personal Auto,Two-Door Car,355.2
Oregon,Female,Master,436312.0,54514.0,109.0,3,Personal Auto,SUV,286.234931
California,Female,High School or Below,588431.0,0.0,161.0,0,Personal Auto,SUV,1159.2
Nevada,Female,College,527219.0,96668.0,66.0,0,Personal Auto,Four-Door Car,316.8
California,Male,Doctor,550990.0,78879.0,69.0,1,Personal Auto,Four-Door Car,466.570791
Nevada,Male,College,1631368.0,0.0,69.0,0,Personal Auto,Four-Door Car,331.2
Arizona,Female,Bachelor,567805.0,0.0,76.0,0,Personal Auto,Four-Door Car,364.8
California,Female,Bachelor,1210121.0,0.0,112.0,0,Personal Auto,Sports Car,1252.406235
Oregon,Male,Bachelor,245357.0,29735.0,69.0,0,Personal Auto,Four-Door Car,331.2
California,Male,High School or Below,507566.0,23082.0,65.0,0,Special Auto,Four-Door Car,312.0
Arizona,Male,Bachelor,321498.0,53984.0,80.0,0,Corporate Auto,Four-Door Car,421.484456
California,Female,College,1227534.0,52135.0,156.0,0,Personal Auto,SUV,430.505942
California,Female,College,272221.0,17576.0,71.0,0,Corporate Auto,Four-Door Car,398.502948
Oregon,Female,Bachelor,245744.0,29486.0,62.0,0,Personal Auto,Four-Door Car,7.646763
Oregon,Female,Master,355485.0,58557.0,88.0,0,Corporate Auto,Four-Door Car,55.510526
California,Male,Bachelor,492955.0,25632.0,63.0,0,Personal Auto,Two-Door Car,351.270869
California,Female,High School or Below,803645.0,0.0,112.0,0,Personal Auto,Sports Car,806.4
Arizona,Male,Bachelor,427692.0,18768.0,68.0,3,Corporate Auto,Four-Door Car,647.454583
California,Female,Bachelor,3347335.0,33190.0,106.0,0,Personal Auto,SUV,508.8
Oregon,Female,Master,596058.0,47945.0,74.0,0,Personal Auto,Two-Door Car,128.43823
Arizona,Male,College,4479547.0,58778.0,126.0,0,Special Auto,SUV,302.033971
California,Female,High School or Below,383212.0,15192.0,100.0,0,Personal Auto,SUV,480.0
California,Female,Bachelor,683793.0,51859.0,171.0,0,Personal Auto,SUV,1003.160633
Nevada,Female,High School or Below,528527.0,23422.0,72.0,0,Personal Auto,Two-Door Car,518.4
California,Female,College,309651.0,21604.0,79.0,0,Corporate Auto,Four-Door Car,379.2
Arizona,Male,College,358971.0,79298.0,90.0,0,Personal Auto,Four-Door Car,244.362072
Arizona,Female,Bachelor,258241.0,76731.0,64.0,0,Special Auto,Four-Door Car,201.455005
Washington,Male,College,340392.0,38460.0,88.0,1,Personal Auto,Four-Door Car,91.55098
Arizona,Female,College,1357568.0,48534.0,115.0,1,Personal Auto,SUV,552.0
Washington,Male,Doctor,343613.0,30817.0,88.0,0,Corporate Auto,Four-Door Car,91.834668
Oregon,Female,College,2868583.0,48412.0,104.0,0,Personal Auto,SUV,707.430832
Washington,Male,Bachelor,450268.0,68798.0,114.0,0,Personal Auto,SUV,92.915251
Oregon,Male,Bachelor,618311.0,23712.0,85.0,0,Personal Auto,Four-Door Car,376.126419
California,Male,College,387365.0,28142.0,105.0,0,Personal Auto,Sports Car,701.708239
California,Female,Master,1892933.0,72196.0,68.0,0,Personal Auto,Four-Door Car,152.184244
California,Male,Master,555330.0,68197.0,69.0,0,Personal Auto,Four-Door Car,176.819414
California,Male,Bachelor,501126.0,75248.0,63.0,0,Corporate Auto,Four-Door Car,104.454624
California,Female,College,1044245.0,0.0,98.0,0,Personal Auto,Four-Door Car,941.718054
Nevada,Male,Bachelor,219962.0,0.0,65.0,1,Personal Auto,Two-Door Car,468.0
Washington,Female,Master,512317.0,89879.0,63.0,0,Personal Auto,Two-Door Car,94.030308
Oregon,Male,High School or Below,748431.0,46998.0,96.0,0,Corporate Auto,Four-Door Car,460.8
Oregon,Male,Bachelor,261302.0,57099.0,67.0,0,Personal Auto,Two-Door Car,67.859881
Arizona,Female,Bachelor,908064.0,33897.0,114.0,0,Corporate Auto,SUV,539.843003
Nevada,Female,High School or Below,1377098.0,59207.0,116.0,0,Personal Auto,Four-Door Car,556.8
Oregon,Male,High School or Below,287682.0,40171.0,73.0,0,Personal Auto,Four-Door Car,350.4
Washington,Male,Doctor,540891.0,80192.0,67.0,0,Personal Auto,Four-Door Car,95.193157
Washington,Male,High School or Below,677031.0,74422.0,85.0,1,Personal Auto,Four-Door Car,95.338505
Oregon,Male,College,2414388.0,0.0,87.0,0,Special Auto,Four-Door Car,626.4
Arizona,Female,College,353806.0,0.0,67.0,5,Personal Auto,Four-Door Car,321.6
Nevada,Female,Bachelor,2909124.0,34226.0,244.0,0,Personal Auto,Luxury SUV,494.395024
California,Female,High School or Below,1983420.0,65989.0,123.0,1,Personal Auto,SUV,115.545086
Oregon,Male,High School or Below,473137.0,30686.0,61.0,0,Corporate Auto,Four-Door Car,19.938981
California,Female,Master,3553785.0,0.0,113.0,0,Personal Auto,Sports Car,799.926741
Arizona,Female,High School or Below,3461138.0,20090.0,109.0,0,Personal Auto,Sports Car,523.2
California,Male,High School or Below,2021631.0,0.0,183.0,0,Personal Auto,Luxury SUV,878.4
Oregon,Male,College,1397652.0,77094.0,176.0,0,Personal Auto,SUV,444.470676
California,Female,College,590409.0,97413.0,73.0,0,Personal Auto,Four-Door Car,268.819985
Oregon,Female,Master,559584.0,79189.0,69.0,0,Corporate Auto,Four-Door Car,331.2
California,Female,High School or Below,229430.0,0.0,62.0,0,Personal Auto,Two-Door Car,297.6
Arizona,Female,College,627391.0,18577.0,86.0,0,Personal Auto,Four-Door Car,412.8
Oregon,Female,College,372673.0,0.0,112.0,1,Special Auto,Sports Car,806.4
Washington,Male,High School or Below,265671.0,62777.0,67.0,0,Personal Auto,Two-Door Car,101.288069
Oregon,Male,Bachelor,511068.0,0.0,74.0,0,Corporate Auto,Four-Door Car,532.8
Nevada,Male,College,712660.0,17483.0,183.0,0,Personal Auto,Luxury Car,1317.6
Oregon,Male,Master,460163.0,84394.0,114.0,0,Personal Auto,SUV,691.412378
Oregon,Male,College,915524.0,0.0,127.0,0,Personal Auto,Sports Car,804.811859
Oregon,Female,College,1480806.0,41440.0,62.0,1,Personal Auto,Four-Door Car,297.6
Arizona,Male,High School or Below,890168.0,0.0,136.0,1,Personal Auto,Sports Car,1090.86434
Oregon,Female,College,573460.0,98132.0,71.0,0,Personal Auto,Two-Door Car,50.587035
Oregon,Female,High School or Below,417770.0,0.0,112.0,0,Personal Auto,Four-Door Car,537.6
California,Male,Bachelor,2777629.0,88220.0,230.0,0,Personal Auto,Luxury Car,151.528482
Arizona,Female,Master,1036435.0,58327.0,129.0,0,Personal Auto,SUV,347.075948
Oregon,Male,Master,785190.0,25950.0,66.0,0,Personal Auto,Two-Door Car,271.697529
Oregon,Male,High School or Below,477294.0,20993.0,133.0,0,Corporate Auto,SUV,638.4
Oregon,Male,High School or Below,1422650.0,65726.0,177.0,0,Corporate Auto,SUV,849.6
Washington,Male,Bachelors,287543.0,84768.0,72.0,0,Personal Auto,Two-Door Car,110.484661
Washington,Female,Bachelor,504130.0,36234.0,63.0,0,Personal Auto,Four-Door Car,113.534474
California,Male,College,436293.0,58842.0,110.0,0,Personal Auto,Four-Door Car,528.0
Oregon,Female,Master,962452.0,25629.0,124.0,2,Corporate Auto,Sports Car,595.2
Washington,Female,College,2191441.0,77311.0,181.0,0,Personal Auto,SUV,113.609508
California,Male,Doctor,694842.0,0.0,196.0,2,Personal Auto,Luxury SUV,1337.063487
Washington,Male,High School or Below,247153.0,95697.0,61.0,0,Personal Auto,Two-Door Car,114.273025
Oregon,Female,Bachelor,2190391.0,22254.0,79.0,0,Personal Auto,Four-Door Car,125.194389
Nevada,Male,High School or Below,902882.0,65974.0,113.0,0,Personal Auto,Sports Car,235.220971
Oregon,Female,College,530376.0,0.0,76.0,0,Personal Auto,Four-Door Car,395.34111
Washington,Male,High School or Below,2070826.0,92079.0,65.0,1,Corporate Auto,Four-Door Car,114.798771
Nevada,Male,High School or Below,512377.0,0.0,74.0,0,Personal Auto,Two-Door Car,772.798511
Oregon,Male,College,949234.0,0.0,132.0,0,Personal Auto,SUV,633.6
Oregon,Female,High School or Below,820486.0,0.0,73.0,0,Personal Auto,Four-Door Car,350.4
Arizona,Female,College,987730.0,67752.0,131.0,4,Personal Auto,Sports Car,168.517149
California,Female,Bachelor,481501.0,25398.0,64.0,0,Corporate Auto,Four-Door Car,307.2
California,Male,High School or Below,627701.0,0.0,88.0,0,Personal Auto,Four-Door Car,633.6
California,Male,High School or Below,826064.0,33321.0,105.0,0,Special Auto,SUV,504.0
Nevada,Male,Bachelor,254945.0,0.0,78.0,0,Corporate Auto,Four-Door Car,845.654042
Washington,,College,1131809.0,38923.0,99.0,2,Personal Auto,Four-Door Car,115.728852
Oregon,Female,Bachelor,380392.0,20325.0,100.0,0,Personal Auto,Sports Car,668.29397
Oregon,Male,Bachelor,863540.0,13129.0,117.0,0,Personal Auto,SUV,700.901632
Oregon,Female,High School or Below,551056.0,0.0,73.0,0,Personal Auto,Four-Door Car,525.6
Nevada,Male,Master,358588.0,49080.0,91.0,0,Corporate Auto,Four-Door Car,25.299
Nevada,Male,College,488925.0,42536.0,63.0,0,Personal Auto,Four-Door Car,375.330097
Oregon,Male,Bachelor,275694.0,29926.0,74.0,0,Corporate Auto,Four-Door Car,418.233667
Nevada,Male,Doctor,328955.0,0.0,86.0,0,Corporate Auto,Two-Door Car,398.240791
California,Female,Bachelor,1093718.0,21450.0,138.0,0,Personal Auto,Sports Car,938.513425
California,Male,High School or Below,737557.0,33345.0,65.0,0,Corporate Auto,Four-Door Car,338.619869
California,Female,Bachelor,1011078.0,15752.0,90.0,0,Corporate Auto,Two-Door Car,339.344531
Oregon,Female,High School or Below,511941.0,40169.0,65.0,1,Personal Auto,Four-Door Car,302.818833
California,Female,College,853383.0,26049.0,113.0,1,Personal Auto,SUV,619.165344
Nevada,Male,College,222477.0,0.0,68.0,0,Personal Auto,Four-Door Car,326.4
Arizona,Male,Doctor,804280.0,55411.0,100.0,0,Personal Auto,Sports Car,259.561195
Oregon,Male,College,255444.0,12459.0,70.0,0,Personal Auto,Four-Door Car,336.0
Oregon,Male,Bachelor,1807394.0,64620.0,76.0,1,Personal Auto,Two-Door Car,364.8
California,Male,Bachelor,243051.0,83140.0,61.0,0,Corporate Auto,Four-Door Car,179.161843
Oregon,Female,Bachelor,316766.0,0.0,92.0,0,Corporate Auto,Four-Door Car,662.4
Arizona,Female,Bachelor,546560.0,54422.0,68.0,0,Corporate Auto,Four-Door Car,75.501852
California,Male,College,1035751.0,68309.0,131.0,0,Corporate Auto,SUV,306.983596
California,Male,High School or Below,253781.0,56621.0,65.0,2,Personal Auto,Four-Door Car,84.026848
Arizona,Female,College,282195.0,38977.0,70.0,0,Special Auto,Four-Door Car,139.489926
Arizona,Male,Bachelor,775713.0,0.0,111.0,0,Corporate Auto,Two-Door Car,607.4459
Arizona,Male,High School or Below,407913.0,0.0,114.0,0,Corporate Auto,Two-Door Car,631.124372
Arizona,Female,College,595554.0,0.0,83.0,0,Personal Auto,Four-Door Car,628.023494
Oregon,Female,Bachelor,1415861.0,83235.0,70.0,0,Personal Auto,Two-Door Car,336.0
Nevada,Male,College,848724.0,0.0,74.0,0,Personal Auto,Two-Door Car,426.655599
Arizona,Male,College,628548.0,32390.0,80.0,0,Personal Auto,Four-Door Car,91.417923
Oregon,Female,High School or Below,1147348.0,66538.0,95.0,0,Personal Auto,Two-Door Car,317.844812
Washington,Female,College,494263.0,23285.0,65.0,0,Personal Auto,Two-Door Car,118.446235
Oregon,Male,Bachelor,2359468.0,76358.0,66.0,0,Personal Auto,Four-Door Car,86.461582
Washington,Male,Master,257251.0,21104.0,66.0,0,Personal Auto,Four-Door Car,118.454974
Arizona,Female,College,538090.0,55350.0,67.0,0,Personal Auto,Four-Door Car,321.6
California,Female,College,477055.0,12964.0,65.0,0,Personal Auto,Two-Door Car,362.774545
Arizona,Female,Master,675665.0,33288.0,86.0,2,Personal Auto,Four-Door Car,221.856184
Arizona,Female,College,593601.0,0.0,84.0,0,Personal Auto,Four-Door Car,980.169081
Arizona,Female,Bachelor,357076.0,56168.0,88.0,0,Personal Auto,Four-Door Car,614.675906
California,Male,College,601996.0,0.0,92.0,0,Personal Auto,Four-Door Car,662.4
Oregon,Male,High School or Below,542686.0,23105.0,69.0,0,Personal Auto,Two-Door Car,331.2
Oregon,Female,Master,273031.0,36218.0,68.0,0,Personal Auto,Four-Door Car,145.252168
California,Female,High School or Below,498268.0,52275.0,62.0,0,Corporate Auto,Four-Door Car,374.240783
Oregon,Female,College,876927.0,49665.0,74.0,0,Personal Auto,Four-Door Car,355.2
Nevada,Male,High School or Below,422061.0,32471.0,110.0,0,Personal Auto,Two-Door Car,528.0
Arizona,Male,High School or Below,1153751.0,0.0,86.0,1,Corporate Auto,Two-Door Car,619.2
California,Female,Master,588718.0,62773.0,73.0,0,Personal Auto,Four-Door Car,80.669257
California,Female,College,470058.0,76694.0,117.0,0,Personal Auto,SUV,561.6
Oregon,Male,High School or Below,1096396.0,55687.0,276.0,0,Personal Auto,Luxury SUV,1324.8
Arizona,Female,High School or Below,252317.0,0.0,70.0,0,Personal Auto,Four-Door Car,504.0
Nevada,Male,Doctor,375780.0,36633.0,96.0,1,Personal Auto,Four-Door Car,460.8
Oregon,Male,High School or Below,1294173.0,77060.0,106.0,0,Personal Auto,SUV,468.566133
Nevada,Female,Bachelor,376447.0,92600.0,94.0,0,Corporate Auto,Two-Door Car,842.43785
California,Male,High School or Below,688956.0,0.0,66.0,0,Personal Auto,Four-Door Car,475.2
Nevada,Male,College,362345.0,0.0,111.0,2,Corporate Auto,SUV,1171.93117
Arizona,Male,College,758211.0,64801.0,64.0,0,Personal Auto,Four-Door Car,268.471802
Oregon,Female,College,827775.0,45257.0,103.0,0,Corporate Auto,Two-Door Car,494.4
California,Male,High School or Below,257646.0,26854.0,66.0,0,Personal Auto,Four-Door Car,475.2
Oregon,Female,College,820539.0,85840.0,102.0,2,Corporate Auto,SUV,138.722385
Oregon,Female,Doctor,1958247.0,26463.0,72.0,0,Corporate Auto,Four-Door Car,345.6
Nevada,Female,Bachelor,648153.0,30689.0,81.0,0,Personal Auto,Four-Door Car,467.24802
Oregon,Male,High School or Below,259931.0,29590.0,66.0,0,Corporate Auto,Two-Door Car,467.503236
Oregon,Female,College,983034.0,25965.0,253.0,0,Personal Auto,Luxury SUV,1214.4
Oregon,Male,Bachelor,1044265.0,17269.0,139.0,0,Personal Auto,SUV,667.2
Oregon,Male,College,3605754.0,90330.0,137.0,3,Corporate Auto,Sports Car,192.085299
California,Female,High School or Below,847004.0,0.0,113.0,0,Corporate Auto,SUV,619.973889
California,Female,High School or Below,827879.0,0.0,110.0,0,Personal Auto,Four-Door Car,1002.782553
California,Female,High School or Below,478893.0,0.0,67.0,1,Personal Auto,Two-Door Car,321.6
Arizona,Female,Bachelor,308800.0,18558.0,80.0,0,Special Auto,Four-Door Car,384.0
Arizona,Male,Bachelor,444374.0,46384.0,113.0,0,Corporate Auto,Four-Door Car,251.774574
Oregon,Female,High School or Below,798409.0,0.0,72.0,0,Personal Auto,Two-Door Car,866.208321
Oregon,Female,College,718097.0,42303.0,180.0,0,Personal Auto,Luxury SUV,1210.920949
California,Female,Bachelor,1565603.0,71731.0,130.0,0,Corporate Auto,SUV,599.648466
Oregon,Male,High School or Below,578018.0,51066.0,74.0,0,Corporate Auto,Four-Door Car,787.993313
California,Male,College,2071494.0,0.0,203.0,0,Corporate Auto,Luxury Car,2027.724442
Nevada,Female,Bachelor,533735.0,0.0,86.0,3,Personal Auto,Four-Door Car,619.2
Arizona,Male,College,505083.0,0.0,69.0,0,Personal Auto,Two-Door Car,72.852047
Arizona,Female,High School or Below,511662.0,26173.0,68.0,1,Corporate Auto,Four-Door Car,449.819671
Oregon,Male,Bachelor,726874.0,24445.0,63.0,0,Personal Auto,Two-Door Car,302.4
Oregon,Male,College,261661.0,72302.0,66.0,0,Personal Auto,Two-Door Car,316.8
Oregon,Male,High School or Below,373844.0,27208.0,102.0,0,Personal Auto,SUV,489.6
California,Female,Master,272536.0,36650.0,69.0,1,Special Auto,Four-Door Car,56.60333
Arizona,Male,College,545386.0,30855.0,68.0,0,Corporate Auto,Four-Door Car,259.060862
Arizona,Female,Bachelor,684615.0,0.0,95.0,0,Personal Auto,Two-Door Car,456.0
Oregon,Male,Master,617291.0,99960.0,76.0,0,Corporate Auto,Four-Door Car,364.8
Arizona,Female,Bachelor,1034632.0,0.0,98.0,0,Personal Auto,Four-Door Car,470.4
Nevada,Female,Bachelor,699701.0,55873.0,88.0,0,Personal Auto,Four-Door Car,299.356083
Arizona,Female,High School or Below,419626.0,18052.0,111.0,0,Personal Auto,Four-Door Car,699.1679
Oregon,Female,High School or Below,785811.0,28937.0,104.0,2,Personal Auto,SUV,117.959654
